 10.000000 -41.723114 1.151331 -0.568090 -0.296803 0.150691 0.237608 0.230416 0.374329 0.430847 0.467765 0.580996 0.455195 0.578303 0.123521 0.129302 0.248753 0.302484 0.331404 0.449574 0.320754 0.454775 0.228065 0.300332 0.327409 0.337729 0.460723 0.286045 0.402952 0.146749 0.242875 0.262247 0.364672 0.302638 0.446718 0.155219 0.158259 0.240648 0.254055 0.397762 0.257489 0.324304 0.337388 0.476700 0.123269 0.136393 0.256098 0.229466 0.296363 0.149575
 11.000001 -21.630707 1.013508 -0.973282 -0.044154 0.150628 0.238181 0.233332 0.374201 0.439614 0.442076 0.545026 0.440846 0.552971 0.122252 0.132924 0.248871 0.302975 0.314694 0.429457 0.311522 0.438788 0.228168 0.293998 0.318833 0.318016 0.441749 0.267569 0.377174 0.145079 0.237593 0.250926 0.347426 0.303166 0.444460 0.154639 0.151316 0.235101 0.244857 0.388065 0.256181 0.340074 0.312877 0.452604 0.125338 0.130169 0.251267 0.224624 0.291849 0.148352
 12.000001 -43.112640 0.896091 -0.720605 0.068430 0.150590 0.234113 0.242011 0.388302 0.464841 0.462836 0.580276 0.449518 0.568449 0.125438 0.131651 0.254610 0.329030 0.326326 0.448236 0.318570 0.451061 0.229199 0.298755 0.351002 0.327544 0.451415 0.275303 0.393496 0.152168 0.249603 0.263736 0.372278 0.310885 0.452507 0.156068 0.151555 0.242499 0.248828 0.386499 0.259171 0.328061 0.340101 0.472985 0.124833 0.133925 0.247052 0.219627 0.270387 0.146572
 13.000001 -24.048737 0.907514 -0.115442 0.046226 0.150082 0.232882 0.243276 0.386203 0.456484 0.462780 0.586086 0.423299 0.543421 0.123217 0.129711 0.249838 0.322278 0.320598 0.443921 0.296423 0.429048 0.222089 0.287214 0.330294 0.313223 0.430915 0.269542 0.381246 0.148866 0.251189 0.261607 0.375897 0.284740 0.431030 0.157708 0.156148 0.248424 0.244034 0.383564 0.256524 0.316189 0.353211 0.479280 0.123826 0.130864 0.242651 0.218813 0.267652 0.147299
 14.000001 -12.278229 1.010692 -0.895474 0.123192 0.154669 0.237948 0.234869 0.381648 0.456737 0.454149 0.561694 0.453738 0.580093 0.122202 0.125834 0.248117 0.319132 0.314753 0.429704 0.315394 0.454693 0.223423 0.295579 0.332344 0.326224 0.447697 0.283159 0.411135 0.149807 0.250578 0.255176 0.354216 0.308678 0.455477 0.151481 0.154729 0.236028 0.253476 0.396749 0.253791 0.322795 0.326171 0.465234 0.121564 0.132885 0.251832 0.219476 0.277364 0.153180
 15.000001 -6.194519 1.040428 -0.996524 0.163685 0.157145 0.241060 0.243414 0.380233 0.450405 0.450477 0.553952 0.443396 0.552431 0.123912 0.135994 0.243878 0.305520 0.313496 0.428346 0.308483 0.436922 0.235888 0.291987 0.315513 0.325823 0.451605 0.274080 0.390697 0.144607 0.243989 0.255363 0.348928 0.310513 0.450560 0.156911 0.151744 0.236035 0.248072 0.391576 0.257338 0.340239 0.318586 0.463172 0.126978 0.136594 0.255417 0.234799 0.299360 0.151013
 16.000001 -13.885925 0.904155 -0.223047 -0.000835 0.152570 0.239955 0.238755 0.383671 0.441999 0.462440 0.577887 0.439074 0.565570 0.119896 0.131889 0.251450 0.313714 0.318939 0.434288 0.303748 0.437192 0.221374 0.287221 0.326526 0.311704 0.422474 0.268746 0.379723 0.149203 0.241454 0.256533 0.361575 0.292514 0.439362 0.154700 0.147106 0.228375 0.244977 0.382641 0.251609 0.299068 0.349796 0.471680 0.117386 0.134081 0.247818 0.217805 0.274940 0.147212
 17.000001 -11.963776 1.041178 -0.402487 -0.069098 0.157228 0.242597 0.247672 0.395534 0.460536 0.477537 0.598068 0.450653 0.570632 0.117129 0.133523 0.258559 0.322636 0.334041 0.456893 0.315368 0.448866 0.216727 0.289831 0.329791 0.325720 0.447950 0.278751 0.402691 0.151023 0.249540 0.262426 0.373627 0.294286 0.434994 0.160545 0.154918 0.244940 0.246992 0.382744 0.265834 0.330916 0.352507 0.485590 0.124260 0.131737 0.241039 0.220508 0.266438 0.146161
 18.000001 -36.566284 1.261763 -1.032995 -0.059507 0.149084 0.232978 0.239116 0.378113 0.435554 0.451723 0.550179 0.444347 0.567973 0.121055 0.137060 0.248192 0.298413 0.321551 0.431314 0.316426 0.451929 0.231727 0.290647 0.304551 0.331515 0.452230 0.282802 0.404062 0.146104 0.241860 0.251838 0.342112 0.305766 0.449559 0.151353 0.152556 0.237624 0.248852 0.388721 0.257477 0.345513 0.318764 0.451727 0.122867 0.137793 0.252443 0.229349 0.289770 0.147601
 19.000001 -25.243530 1.140832 -0.913390 -0.075283 0.151309 0.235013 0.241072 0.380237 0.448687 0.459739 0.555107 0.460056 0.568297 0.123620 0.133706 0.248632 0.318167 0.319778 0.424578 0.321078 0.443996 0.230808 0.296236 0.333569 0.329138 0.446796 0.285031 0.398732 0.144047 0.251156 0.250958 0.334519 0.308524 0.440808 0.158509 0.152986 0.225150 0.254473 0.392031 0.260385 0.329570 0.334725 0.476044 0.119849 0.136629 0.252404 0.229055 0.295350 0.146589
