 0.000000 -42.867706 1.158887 -0.062493 -0.277660 0.151452 0.237371 0.241628 0.383889 0.438788 0.474394 0.593105 0.449286 0.574327 0.122825 0.135125 0.251462 0.309407 0.332718 0.449282 0.321521 0.457897 0.229011 0.293027 0.329173 0.328748 0.438183 0.298468 0.421407 0.148489 0.245862 0.263907 0.373620 0.292450 0.435813 0.155023 0.156761 0.241903 0.250319 0.389292 0.260934 0.305422 0.366489 0.501006 0.121898 0.136494 0.250460 0.227093 0.286349 0.147188
 1.000000 -35.747223 1.111219 -0.603696 -0.070774 0.145782 0.232463 0.236251 0.380054 0.461041 0.462359 0.579530 0.443853 0.567384 0.121810 0.133185 0.255036 0.331478 0.334216 0.454992 0.321711 0.456811 0.224546 0.296674 0.349129 0.337427 0.460499 0.288912 0.408339 0.147202 0.251435 0.260017 0.366821 0.300361 0.445838 0.152392 0.155276 0.242072 0.250290 0.391525 0.257523 0.315515 0.347293 0.479157 0.123973 0.134938 0.251096 0.225544 0.284159 0.148281
 2.000000 -22.255646 0.728072 -1.035362 0.393789 0.149086 0.234911 0.242539 0.385714 0.469854 0.458700 0.558051 0.457928 0.567240 0.119819 0.135033 0.254091 0.338012 0.320502 0.430126 0.318461 0.440673 0.220950 0.287613 0.341807 0.316849 0.437394 0.268988 0.378590 0.149628 0.250397 0.264488 0.360146 0.315935 0.454533 0.153703 0.155666 0.243145 0.245633 0.386055 0.255473 0.338352 0.313939 0.450488 0.124880 0.131097 0.246643 0.224512 0.283784 0.146184
 3.000000 -20.344574 1.012503 -1.157839 0.017878 0.148510 0.229417 0.243333 0.384160 0.450256 0.454465 0.541487 0.463439 0.593971 0.121873 0.135392 0.251433 0.316140 0.317301 0.416471 0.326984 0.465057 0.229652 0.293731 0.328891 0.319434 0.431987 0.280216 0.405172 0.147650 0.244879 0.255182 0.336900 0.319555 0.462332 0.149558 0.153887 0.234283 0.252157 0.385542 0.252170 0.340675 0.311837 0.434864 0.121096 0.133588 0.244186 0.221912 0.277109 0.145273
 4.000000 -37.787170 1.159205 -0.683593 0.131954 0.152158 0.239642 0.243398 0.383222 0.466896 0.463687 0.574880 0.444740 0.557232 0.121661 0.135054 0.250805 0.327349 0.327947 0.445217 0.315686 0.445005 0.224910 0.288819 0.321772 0.336253 0.458242 0.293345 0.418427 0.144326 0.258748 0.256090 0.358003 0.300072 0.435956 0.158433 0.155677 0.242652 0.252853 0.389096 0.251922 0.321590 0.334942 0.470411 0.122082 0.137745 0.248524 0.224815 0.276933 0.146423
 5.000000 -40.103333 1.063489 -0.363882 -0.195115 0.151636 0.239706 0.237379 0.385550 0.429224 0.474313 0.590763 0.451710 0.571441 0.121099 0.133315 0.256362 0.310258 0.328501 0.447336 0.308817 0.437000 0.225149 0.293386 0.323473 0.319842 0.440036 0.269936 0.384237 0.155145 0.247125 0.265743 0.369471 0.295874 0.433168 0.153139 0.158184 0.236239 0.251188 0.385196 0.259382 0.315127 0.346590 0.476761 0.122474 0.132252 0.241442 0.227360 0.283735 0.141926
 6.000000 -26.265503 1.235408 -0.692726 0.038791 0.149688 0.231435 0.242495 0.382071 0.442227 0.465772 0.568838 0.444419 0.558201 0.121342 0.135175 0.250335 0.301930 0.333930 0.445101 0.320813 0.451326 0.229108 0.294062 0.303814 0.347218 0.466857 0.303077 0.425880 0.145315 0.242444 0.259317 0.353598 0.298926 0.436629 0.152539 0.154292 0.239341 0.245700 0.384176 0.251267 0.333710 0.323387 0.461889 0.120131 0.133914 0.246288 0.220947 0.275122 0.146920
 7.000000 3.644653 1.312282 -1.084595 -0.063987 0.148673 0.237262 0.238893 0.389987 0.446165 0.469979 0.564694 0.461759 0.582604 0.123307 0.131703 0.257812 0.314023 0.335901 0.443878 0.327838 0.458607 0.223156 0.291179 0.316905 0.339246 0.462102 0.289626 0.405644 0.156848 0.249023 0.263274 0.354369 0.307972 0.449460 0.149216 0.159401 0.252120 0.246482 0.385442 0.271043 0.368357 0.328478 0.459059 0.129417 0.133554 0.246668 0.231867 0.290926 0.144984
 8.000000 -22.457306 1.008331 -0.677470 0.043780 0.148957 0.227458 0.245132 0.384504 0.450277 0.475053 0.584169 0.459126 0.583072 0.124311 0.132615 0.250938 0.323545 0.332699 0.447801 0.321340 0.454528 0.229189 0.298771 0.345352 0.339918 0.463654 0.288220 0.404373 0.144436 0.244520 0.263911 0.362756 0.306896 0.450466 0.153895 0.159101 0.246454 0.252115 0.391205 0.262128 0.338939 0.343400 0.473050 0.124876 0.134733 0.248193 0.226173 0.283487 0.145773
 9.000000 -37.232147 0.913220 -0.428448 0.148104 0.149196 0.236647 0.236974 0.380146 0.452502 0.452093 0.569555 0.421621 0.524937 0.123208 0.130569 0.248757 0.312260 0.321631 0.441548 0.305161 0.428671 0.223825 0.284554 0.313577 0.316086 0.436410 0.270275 0.382377 0.151217 0.247485 0.266148 0.371664 0.301972 0.438061 0.157183 0.155593 0.240238 0.248219 0.386519 0.255791 0.318688 0.339780 0.475396 0.122233 0.130971 0.248055 0.220335 0.285120 0.143526
